sustainability_rating,eco_friendly_manufacturing,carbon_footprint,water_usage,waste_production,recycling_programs,average_price,product_nameproduct_category,sustainability_status,eco_index,sustainability_level,brand_name,brand_category,country_name,region,year,material_type,renewable,product_line,target_audience,market_trend,trend_score,certification,cert_type
4.63,0,18.46,1427,3.03,1,51.86,EcoToy - Garden,Partially Sustainable,7.817,High,EarthKind,Local,Italy,Europe,2019,Bamboo,Yes,Garden,Household,Rising,3,Cradle to Cradle,Environmental
1.91,1,19.62,141,4.4,0,21.18,GreenToy - Clothing,Not Sustainable,1.597,Low,GreenRoots,Local,Vietnam,Asia,2020,Stainless Steel,No,Clothing,Adults,Stable,2,None,None
2.96,1,56.03,169,11.08,1,44.25,ReBrush - Home,Not Sustainable,3.794,Medium,EcoSense,Local,USA,Americas,2019,Organic Cotton,Yes,Home,Household,Stable,2,None,None
4.41,1,10.84,23,6.31,0,37.22,TerraCup - Personal Care,Partially Sustainable,3.979,Medium,LeafyLiving,Multinational,China,Asia,2022,Bioplastic,Yes,Personal Care,Adults,Rising,3,Energy Star,Energy
2.62,0,15.0,2937,1.92,0,28.22,PureToy - Toys,Not Sustainable,2.278,Low,BluePlanet,Multinational,Brazil,Americas,2019,Recycled Plastic,Partial,Toys,Kids,Declining,1,ISO14001,Environmental
3.7,1,13.23,823,18.71,1,27.56,BioBar - Kitchenware,Partially Sustainable,6.535,High,TerraLeaf,Local,Italy,Europe,2024,Organic Cotton,Yes,Kitchenware,Household,Rising,3,ISO14001,Environmental
3.28,1,39.97,1297,4.17,0,23.22,GreenBrush - Packaging,Partially Sustainable,2.343,Low,EarthKind,Local,UK,Europe,2022,Paperboard,Yes,Packaging,Business,Declining,1,Fair Trade,Ethical
1.5,0,16.81,187,12.38,0,6.34,EcoPack - Packaging,Not Sustainable,1.284,Low,Sustainify,Startup,Germany,Europe,2024,Bioplastic,Yes,Packaging,Business,Stable,2,ISO14001,Environmental
3.25,1,21.45,153,19.07,0,46.97,TerraCup - Toys,Partially Sustainable,2.676,Low,GreenRoots,Local,Spain,Europe,2015,Recycled Plastic,Partial,Toys,Kids,Stable,2,EU Ecolabel,Environmental
4.96,1,25.67,251,14.31,1,34.39,PurePack - Toys,Fully Sustainable,7.894,High,BioBloom,Local,Spain,Europe,2020,Recycled Plastic,Partial,Toys,Kids,Stable,2,ISO14001,Environmental
2.72,0,13.91,954,2.64,0,19.87,BioBar - Electronics Accessories,Not Sustainable,2.388,Low,EcoSense,Local,Turkey,Asia,2015,Stainless Steel,No,Electronics Accessories,Business,Rising,3,None,None
2.06,1,50.05,100,2.58,1,33.86,TerraToy - Personal Care,Not Sustainable,2.746,Low,GreenWave,Startup,USA,Americas,2025,Glass,Partial,Personal Care,Adults,Rising,3,ISO14001,Environmental
4.56,0,21.25,408,2.25,1,29.01,PureToy - Clothing,Partially Sustainable,7.522,High,EcoSense,Local,Italy,Europe,2021,Bioplastic,Yes,Clothing,Adults,Stable,2,ISO14001,Environmental
3.17,0,4.88,603,5.0,0,12.7,EcoCup - Toys,Not Sustainable,3.023,Medium,GreenWorks,Startup,Egypt,Africa,2021,Aluminum,Partial,Toys,Kids,Declining,1,Cradle to Cradle,Environmental
4.91,1,24.14,606,2.18,0,44.08,GreenBar - Office Supplies,Partially Sustainable,3.955,Medium,GreenRoots,Local,USA,Americas,2024,Aluminum,Partial,Office Supplies,Business,Rising,3,Cradle to Cradle,Environmental
4.06,1,19.78,2331,3.34,1,28.03,EcoTowel - Electronics Accessories,Fully Sustainable,6.779,High,NatureNest,Local,Vietnam,Asia,2020,Stainless Steel,No,Electronics Accessories,Business,Declining,1,FSC,Environmental
4.07,0,4.78,1030,1.24,0,45.28,TerraBottle - Electronics Accessories,Not Sustainable,3.884,Medium,Sustainify,Startup,Spain,Europe,2025,Bioplastic,Yes,Electronics Accessories,Business,Stable,2,None,None
2.92,0,38.5,1426,5.78,1,6.21,GreenJar - Personal Care,Not Sustainable,4.217,Medium,NatureNest,Local,Turkey,Asia,2023,Bamboo,Yes,Personal Care,Adults,Rising,3,None,None
2.69,0,12.36,52,14.54,0,23.55,PureCup - Garden,Not Sustainable,2.394,Low,NatureNest,Local,Egypt,Africa,2016,Recycled Plastic,Partial,Garden,Household,Declining,1,None,None
2.48,0,116.94,236,6.89,0,7.42,PureJar - Office Supplies,Not Sustainable,1.143,Low,BioBloom,Local,India,Asia,2022,Paperboard,Yes,Office Supplies,Business,Declining,1,None,None
1.68,0,8.86,406,14.48,0,17.0,TerraBrush - Toys,Not Sustainable,1.543,Low,TerraLeaf,Local,Germany,Europe,2022,Stainless Steel,No,Toys,Kids,Rising,3,ISO14001,Environmental
3.63,0,2.59,1781,5.34,0,29.51,ReToy - Kitchenware,Not Sustainable,3.538,Medium,TerraLeaf,Local,USA,Americas,2017,Glass,Partial,Kitchenware,Household,Stable,2,FSC,Environmental
4.52,1,51.5,1187,2.93,1,25.15,GreenBar - Home,Fully Sustainable,5.967,Medium,PureCycle,Local,Spain,Europe,2022,Hemp,Yes,Home,Household,Rising,3,Rainforest Alliance,Environmental
4.39,0,3.93,3196,3.85,0,22.99,ReCup - Packaging,Not Sustainable,4.224,Medium,Sustainify,Startup,USA,Americas,2015,Stainless Steel,No,Packaging,Business,Stable,2,Energy Star,Energy
2.39,1,7.81,666,5.56,0,0.36,EcoTowel - Garden,Not Sustainable,2.217,Low,EarthKind,Local,Italy,Europe,2024,Hemp,Yes,Garden,Household,Rising,3,None,None
3.18,0,5.63,900,4.55,0,21.12,ReBrush - Home,Not Sustainable,3.011,Medium,EcoMate,Startup,Italy,Europe,2025,Glass,Partial,Home,Household,Rising,3,EU Ecolabel,Environmental
2.34,1,21.07,347,7.52,1,20.91,EcoCup - Office Supplies,Not Sustainable,3.866,Medium,PureCycle,Local,France,Europe,2017,Bamboo,Yes,Office Supplies,Business,Declining,1,None,None
4.21,1,10.0,34,9.49,0,23.06,GreenPack - Home,Partially Sustainable,3.827,Medium,Sustainify,Startup,UK,Europe,2023,Bioplastic,Yes,Home,Household,Rising,3,ISO14001,Environmental
2.5,0,25.97,782,3.39,0,11.92,ReBottle - Kitchenware,Not Sustainable,1.985,Low,GreenWorks,Startup,Turkey,Asia,2021,Bioplastic,Yes,Kitchenware,Household,Rising,3,EU Ecolabel,Environmental
3.15,1,91.98,446,2.01,1,12.13,TerraBottle - Personal Care,Partially Sustainable,3.282,Medium,EcoMate,Startup,Brazil,Americas,2024,Aluminum,Partial,Personal Care,Adults,Declining,1,Cradle to Cradle,Environmental
3.27,0,27.3,772,5.25,0,15.07,EcoCup - Home,Not Sustainable,2.569,Low,Earthly,Local,France,Europe,2023,Hemp,Yes,Home,Household,Rising,3,FSC,Environmental
3.12,0,46.89,114,3.18,1,35.16,TerraToy - Kitchenware,Partially Sustainable,4.248,Medium,VerdeVibe,Local,Vietnam,Asia,2017,Glass,Partial,Kitchenware,Household,Declining,1,None,None
4.29,1,13.07,194,1.16,0,45.78,EcoPack - Electronics Accessories,Partially Sustainable,3.794,Medium,Earthly,Local,Spain,Europe,2023,Aluminum,Partial,Electronics Accessories,Business,Stable,2,Fair Trade,Ethical
4.69,0,182.76,448,3.37,1,28.1,ReShirt - Office Supplies,Partially Sustainable,3.317,Medium,Sustainify,Startup,Brazil,Americas,2022,Paperboard,Yes,Office Supplies,Business,Rising,3,GOTS,Environmental
1.81,0,39.8,11241,19.72,0,29.85,TerraJar - Electronics Accessories,Not Sustainable,1.295,Low,GreenRoots,Local,Egypt,Africa,2019,Glass,Partial,Electronics Accessories,Business,Rising,3,None,None
3.72,1,26.94,20,8.52,1,23.51,TerraJar - Office Supplies,Partially Sustainable,5.861,Medium,GreenWave,Startup,Brazil,Americas,2023,Aluminum,Partial,Office Supplies,Business,Rising,3,GOTS,Environmental
2.87,0,17.56,317,2.66,0,23.91,PureTowel - Electronics Accessories,Not Sustainable,2.441,Low,EcoCraft,Multinational,UK,Europe,2017,Recycled Plastic,Partial,Electronics Accessories,Business,Rising,3,None,None
3.0,0,25.8,78,4.09,1,8.56,EcoBar - Personal Care,Partially Sustainable,4.769,Medium,NatureNest,Local,Italy,Europe,2022,Aluminum,Partial,Personal Care,Adults,Declining,1,ISO14001,Environmental
2.92,0,27.59,70,2.4,0,32.73,PureJar - Packaging,Not Sustainable,2.289,Low,TerraLeaf,Local,UK,Europe,2023,Recycled Plastic,Partial,Packaging,Business,Rising,3,ISO14001,Environmental
2.23,1,173.97,2505,3.7,1,5.49,EcoTowel - Toys,Not Sustainable,1.628,Low,GreenWave,Startup,France,Europe,2023,Stainless Steel,No,Toys,Kids,Declining,1,ISO14001,Environmental
3.68,1,4.48,34,2.86,1,29.79,EcoBrush - Garden,Partially Sustainable,7.044,High,PureCycle,Local,Egypt,Africa,2019,Recycled Plastic,Partial,Garden,Household,Rising,3,EU Ecolabel,Environmental
3.58,1,10.6,1816,1.15,0,13.73,TerraBar - Clothing,Partially Sustainable,3.237,Medium,EcoMate,Startup,China,Asia,2015,Bioplastic,Yes,Clothing,Adults,Rising,3,FSC,Environmental
3.94,0,5.51,83,4.59,1,18.6,EcoPack - Electronics Accessories,Partially Sustainable,7.468,High,GreenWave,Startup,China,Asia,2018,Hemp,Yes,Electronics Accessories,Business,Declining,1,None,None
3.38,0,10.34,148,0.69,0,30.89,EcoShirt - Office Supplies,Not Sustainable,3.063,Medium,BluePlanet,Multinational,Egypt,Africa,2017,Organic Cotton,Yes,Office Supplies,Business,Rising,3,Energy Star,Energy
2.38,1,23.75,305,4.66,0,16.55,GreenBar - Kitchenware,Not Sustainable,1.923,Low,EcoCraft,Multinational,Brazil,Americas,2024,Hemp,Yes,Kitchenware,Household,Rising,3,None,None
3.67,1,9.22,1703,0.82,0,28.3,RePack - Office Supplies,Partially Sustainable,3.36,Medium,EcoSense,Local,USA,Americas,2015,Aluminum,Partial,Office Supplies,Business,Rising,3,EU Ecolabel,Environmental
4.25,1,25.84,100,1.86,1,22.4,GreenBar - Kitchenware,Fully Sustainable,6.755,High,NatureNest,Local,Germany,Europe,2018,Glass,Partial,Kitchenware,Household,Declining,1,Fair Trade,Ethical
4.04,0,8.15,465,5.1,1,70.93,PureBottle - Kitchenware,Partially Sustainable,7.471,High,GreenWave,Startup,China,Asia,2015,Aluminum,Partial,Kitchenware,Household,Rising,3,FSC,Environmental
3.78,1,8.21,64,3.31,1,31.01,GreenPack - Personal Care,Partially Sustainable,6.986,High,NatureNest,Local,Spain,Europe,2016,Bioplastic,Yes,Personal Care,Adults,Rising,3,EU Ecolabel,Environmental
1.51,0,17.87,1047,4.13,0,24.63,BioTowel - Home,Not Sustainable,1.281,Low,EcoPure,Local,Italy,Europe,2017,Aluminum,Partial,Home,Household,Declining,1,ISO14001,Environmental
2.1,0,60.15,1838,14.03,1,7.49,GreenCup - Kitchenware,Not Sustainable,2.623,Low,LeafyLiving,Multinational,Turkey,Asia,2018,Glass,Partial,Kitchenware,Household,Rising,3,EU Ecolabel,Environmental
3.78,1,9.46,68,2.92,0,19.23,EcoBrush - Clothing,Partially Sustainable,3.453,Medium,PureCycle,Local,Germany,Europe,2024,Recycled Plastic,Partial,Clothing,Adults,Declining,1,None,None
4.33,1,26.16,78,1.98,1,32.59,GreenBrush - Clothing,Fully Sustainable,6.864,High,PlanetWell,Local,China,Asia,2021,Bamboo,Yes,Clothing,Adults,Rising,3,Energy Star,Energy
3.43,0,56.11,943,4.76,1,25.39,ReToy - Clothing,Partially Sustainable,4.394,Medium,ReNewCo,Local,Spain,Europe,2016,Aluminum,Partial,Clothing,Adults,Rising,3,Energy Star,Energy
1.9,0,118.16,381,25.01,0,16.94,TerraShirt - Personal Care,Not Sustainable,0.871,Low,NatureNest,Local,France,Europe,2025,Aluminum,Partial,Personal Care,Adults,Rising,3,None,None
5.0,1,23.48,46,1.91,1,42.46,TerraBottle - Toys,Fully Sustainable,8.098,High,VerdeVibe,Local,Egypt,Africa,2017,Glass,Partial,Toys,Kids,Rising,3,Cradle to Cradle,Environmental
2.71,0,17.46,99,5.28,0,25.66,EcoBar - Clothing,Not Sustainable,2.307,Low,EnviroGoods,Startup,Vietnam,Asia,2015,Recycled Plastic,Partial,Clothing,Adults,Stable,2,EU Ecolabel,Environmental
2.6,0,183.14,570,2.57,0,3.44,ReBar - Home,Not Sustainable,0.918,Low,EnviroGoods,Startup,UK,Europe,2022,Bioplastic,Yes,Home,Household,Stable,2,ISO14001,Environmental
3.55,1,15.25,1017,3.9,0,12.59,ReBrush - Toys,Partially Sustainable,3.08,Medium,GreenRoots,Local,Spain,Europe,2019,Glass,Partial,Toys,Kids,Stable,2,Cradle to Cradle,Environmental
5.0,0,19.8,189,3.85,1,52.11,EcoPack - Office Supplies,Partially Sustainable,8.347,High,EcoSense,Local,USA,Americas,2015,Bamboo,Yes,Office Supplies,Business,Stable,2,GOTS,Environmental
2.21,0,34.63,346,9.16,0,6.0,BioBar - Packaging,Not Sustainable,1.642,Low,EnviroGoods,Startup,Spain,Europe,2020,Glass,Partial,Packaging,Business,Rising,3,EU Ecolabel,Environmental
2.96,0,124.57,2077,0.26,0,41.95,TerraToy - Home,Not Sustainable,1.318,Low,EcoSense,Local,China,Asia,2025,Paperboard,Yes,Home,Household,Stable,2,EU Ecolabel,Environmental
3.43,1,10.1,123,1.93,0,19.1,BioJar - Clothing,Partially Sustainable,3.115,Medium,NatureNest,Local,Egypt,Africa,2023,Organic Cotton,Yes,Clothing,Adults,Stable,2,Rainforest Alliance,Environmental
2.49,1,7.02,156,7.34,0,20.65,PureTowel - Personal Care,Not Sustainable,2.327,Low,PureCycle,Local,Turkey,Asia,2021,Aluminum,Partial,Personal Care,Adults,Declining,1,EU Ecolabel,Environmental
4.0,1,16.18,72,6.33,0,19.93,ReBrush - Packaging,Partially Sustainable,3.443,Medium,TerraLeaf,Local,Egypt,Africa,2024,Organic Cotton,Yes,Packaging,Business,Stable,2,None,None
4.08,1,5.26,148,2.88,1,45.92,GreenCup - Electronics Accessories,Fully Sustainable,7.752,High,BioBloom,Local,India,Asia,2021,Aluminum,Partial,Electronics Accessories,Business,Stable,2,None,None
3.66,1,19.53,3695,0.83,1,16.02,PureShirt - Personal Care,Partially Sustainable,6.124,High,BioBloom,Local,UK,Europe,2015,Hemp,Yes,Personal Care,Adults,Stable,2,Rainforest Alliance,Environmental
2.53,0,4.57,227,10.1,0,11.43,BioShirt - Office Supplies,Not Sustainable,2.419,Low,PureCycle,Local,India,Asia,2016,Paperboard,Yes,Office Supplies,Business,Rising,3,EU Ecolabel,Environmental
3.2,1,3.93,169,3.14,1,36.64,BioBrush - Garden,Partially Sustainable,6.158,High,EcoSense,Local,Turkey,Asia,2019,Organic Cotton,Yes,Garden,Household,Declining,1,None,None
1.99,1,20.05,2338,4.06,1,16.83,TerraShirt - Electronics Accessories,Not Sustainable,3.315,Medium,EcoCraft,Multinational,France,Europe,2017,Stainless Steel,No,Electronics Accessories,Business,Rising,3,None,None
4.65,1,29.66,811,0.74,0,64.19,EcoTowel - Kitchenware,Partially Sustainable,3.586,Medium,GreenWorks,Startup,France,Europe,2017,Hemp,Yes,Kitchenware,Household,Rising,3,Fair Trade,Ethical
2.8,0,14.89,214,12.09,0,20.3,TerraToy - Kitchenware,Not Sustainable,2.437,Low,PlanetWell,Local,Brazil,Americas,2019,Hemp,Yes,Kitchenware,Household,Stable,2,None,None
3.93,1,19.05,316,1.75,0,61.48,ReCup - Clothing,Partially Sustainable,3.301,Medium,EnviroGoods,Startup,USA,Americas,2020,Organic Cotton,Yes,Clothing,Adults,Declining,1,GOTS,Environmental
2.18,0,45.07,941,16.49,0,37.62,EcoBottle - Personal Care,Not Sustainable,1.503,Low,ReNewCo,Local,Italy,Europe,2024,Bamboo,Yes,Personal Care,Adults,Declining,1,None,None
3.38,0,35.39,3476,4.33,1,12.8,BioToy - Electronics Accessories,Partially Sustainable,4.993,Medium,EarthKind,Local,France,Europe,2020,Bioplastic,Yes,Electronics Accessories,Business,Declining,1,Fair Trade,Ethical
3.15,0,6.05,700,12.53,0,24.68,TerraShirt - Office Supplies,Not Sustainable,2.97,Low,EarthKind,Local,Egypt,Africa,2018,Bamboo,Yes,Office Supplies,Business,Stable,2,Rainforest Alliance,Environmental
2.04,1,86.46,74,1.49,0,12.72,BioPack - Office Supplies,Not Sustainable,1.094,Low,Earthly,Local,China,Asia,2024,Stainless Steel,No,Office Supplies,Business,Rising,3,None,None
3.73,0,28.6,347,20.86,0,33.28,PureBrush - Office Supplies,Not Sustainable,2.9,Low,GreenWorks,Startup,Brazil,Americas,2022,Glass,Partial,Office Supplies,Business,Rising,3,None,None
4.43,1,33.38,64,3.19,0,71.15,ReShirt - Garden,Partially Sustainable,3.321,Medium,GreenRoots,Local,India,Asia,2015,Recycled Plastic,Partial,Garden,Household,Stable,2,Fair Trade,Ethical
3.05,0,11.71,566,3.22,0,13.59,EcoToy - Home,Not Sustainable,2.73,Low,EcoMate,Startup,Spain,Europe,2016,Organic Cotton,Yes,Home,Household,Declining,1,FSC,Environmental
3.07,0,95.68,389,1.48,0,3.02,BioPack - Kitchenware,Not Sustainable,1.569,Low,EcoSense,Local,India,Asia,2019,Bioplastic,Yes,Kitchenware,Household,Declining,1,GOTS,Environmental
5.0,1,10.24,433,1.66,0,49.81,ReToy - Electronics Accessories,Partially Sustainable,4.536,Medium,GreenRoots,Local,UK,Europe,2021,Paperboard,Yes,Electronics Accessories,Business,Rising,3,Rainforest Alliance,Environmental
4.81,1,7.06,472,0.97,1,73.44,PureTowel - Personal Care,Fully Sustainable,8.986,High,LeafyLiving,Multinational,UK,Europe,2021,Bioplastic,Yes,Personal Care,Adults,Declining,1,EU Ecolabel,Environmental
3.74,1,12.37,262,2.7,1,25.52,PureShirt - Electronics Accessories,Partially Sustainable,6.657,High,ReNewCo,Local,USA,Americas,2022,Glass,Partial,Electronics Accessories,Business,Stable,2,None,None
1.3,0,35.23,659,10.8,0,0.15,RePack - Home,Not Sustainable,0.961,Low,EcoMate,Startup,Spain,Europe,2015,Bioplastic,Yes,Home,Household,Stable,2,None,None
2.81,0,24.51,71,5.85,0,4.83,GreenBrush - Electronics Accessories,Not Sustainable,2.257,Low,PlanetWell,Local,Germany,Europe,2015,Paperboard,Yes,Electronics Accessories,Business,Rising,3,None,None
4.51,1,29.41,98,6.64,1,41.77,GreenBottle - Home,Fully Sustainable,6.97,High,TerraLeaf,Local,Spain,Europe,2025,Hemp,Yes,Home,Household,Declining,1,GOTS,Environmental
2.59,0,3.49,774,2.63,0,37.32,RePack - Electronics Accessories,Not Sustainable,2.503,Low,Sustainify,Startup,Spain,Europe,2019,Bamboo,Yes,Electronics Accessories,Business,Stable,2,EU Ecolabel,Environmental
3.51,1,9.95,3478,7.51,0,24.73,BioShirt - Office Supplies,Partially Sustainable,3.192,Medium,BluePlanet,Multinational,Germany,Europe,2023,Organic Cotton,Yes,Office Supplies,Business,Stable,2,ISO14001,Environmental
3.06,0,5.74,176,4.3,0,30.91,EcoShirt - Office Supplies,Not Sustainable,2.894,Low,PureCycle,Local,Turkey,Asia,2025,Paperboard,Yes,Office Supplies,Business,Rising,3,EU Ecolabel,Environmental
3.74,1,54.92,805,7.17,0,35.42,BioJar - Clothing,Partially Sustainable,2.414,Low,BioBloom,Local,Vietnam,Asia,2019,Paperboard,Yes,Clothing,Adults,Stable,2,ISO14001,Environmental
4.66,1,10.34,201,0.64,1,57.44,BioJar - Toys,Fully Sustainable,8.447,High,Earthly,Local,UK,Europe,2018,Bioplastic,Yes,Toys,Kids,Stable,2,EU Ecolabel,Environmental
3.43,0,385.52,253,4.92,0,37.5,GreenTowel - Toys,Not Sustainable,0.706,Low,PureCycle,Local,China,Asia,2025,Recycled Plastic,Partial,Toys,Kids,Declining,1,Fair Trade,Ethical
2.51,1,38.69,565,4.16,0,37.69,PureBrush - Office Supplies,Not Sustainable,1.81,Low,ReNewCo,Local,UK,Europe,2025,Organic Cotton,Yes,Office Supplies,Business,Declining,1,EU Ecolabel,Environmental
2.69,0,33.71,2947,2.79,0,17.45,GreenToy - Office Supplies,Not Sustainable,2.012,Low,PureCycle,Local,Egypt,Africa,2016,Aluminum,Partial,Office Supplies,Business,Declining,1,None,None
5.0,0,20.58,140,6.84,0,36.48,ReBottle - Packaging,Not Sustainable,4.147,Medium,LeafyLiving,Multinational,Egypt,Africa,2023,Stainless Steel,No,Packaging,Business,Rising,3,Cradle to Cradle,Environmental
2.09,0,120.95,163,53.98,1,8.56,EcoJar - Office Supplies,Not Sustainable,1.892,Low,EarthKind,Local,India,Asia,2019,Hemp,Yes,Office Supplies,Business,Rising,3,None,None
5.0,0,3.26,880,5.21,0,57.57,PureShirt - Garden,Not Sustainable,4.842,Medium,PureCycle,Local,India,Asia,2021,Organic Cotton,Yes,Garden,Household,Rising,3,EU Ecolabel,Environmental
4.37,1,9.41,64,3.6,1,42.05,TerraBottle - Personal Care,Fully Sustainable,7.988,High,EcoCraft,Multinational,Italy,Europe,2018,Recycled Plastic,Partial,Personal Care,Adults,Rising,3,ISO14001,Environmental
3.08,1,30.07,679,2.15,0,31.72,BioShirt - Office Supplies,Partially Sustainable,2.368,Low,PlanetWell,Local,Turkey,Asia,2015,Glass,Partial,Office Supplies,Business,Declining,1,ISO14001,Environmental
3.26,0,10.72,1115,2.34,0,20.75,ReTowel - Garden,Not Sustainable,2.944,Low,TerraLeaf,Local,Brazil,Americas,2019,Paperboard,Yes,Garden,Household,Rising,3,Cradle to Cradle,Environmental
3.56,0,77.97,499,7.12,1,26.14,ReJar - Personal Care,Partially Sustainable,4.001,Medium,Earthly,Local,China,Asia,2018,Glass,Partial,Personal Care,Adults,Declining,1,Fair Trade,Ethical
3.43,0,19.53,585,3.48,0,49.4,TerraPack - Personal Care,Not Sustainable,2.87,Low,Earthly,Local,China,Asia,2023,Recycled Plastic,Partial,Personal Care,Adults,Stable,2,Cradle to Cradle,Environmental
3.16,0,4.03,12008,3.57,1,46.3,PureBrush - Clothing,Partially Sustainable,6.075,High,EcoPure,Local,USA,Americas,2016,Glass,Partial,Clothing,Adults,Declining,1,ISO14001,Environmental
4.76,1,35.42,217,4.51,1,23.48,TerraBottle - Office Supplies,Fully Sustainable,7.03,High,PlanetWell,Local,China,Asia,2022,Stainless Steel,No,Office Supplies,Business,Stable,2,Energy Star,Energy
5.0,1,5.46,189,3.63,1,43.39,PureShirt - Toys,Fully Sustainable,9.482,High,EcoSense,Local,USA,Americas,2021,Aluminum,Partial,Toys,Kids,Declining,1,None,None
2.91,1,96.67,1506,6.74,0,18.11,TerraBrush - Electronics Accessories,Not Sustainable,1.48,Low,LeafyLiving,Multinational,UK,Europe,2023,Recycled Plastic,Partial,Electronics Accessories,Business,Stable,2,ISO14001,Environmental
4.46,0,9.46,1991,4.09,0,58.05,GreenBrush - Office Supplies,Not Sustainable,4.075,Medium,GreenWave,Startup,Spain,Europe,2024,Glass,Partial,Office Supplies,Business,Rising,3,Fair Trade,Ethical
3.4,1,22.23,1808,32.93,0,52.41,ReBar - Kitchenware,Partially Sustainable,2.782,Low,BioBloom,Local,India,Asia,2021,Bioplastic,Yes,Kitchenware,Household,Declining,1,Cradle to Cradle,Environmental
4.29,1,28.57,173,4.99,1,24.2,ReShirt - Office Supplies,Fully Sustainable,6.673,High,ReNewCo,Local,USA,Americas,2015,Paperboard,Yes,Office Supplies,Business,Stable,2,GOTS,Environmental
3.84,1,28.16,34,4.34,1,39.62,EcoShirt - Kitchenware,Partially Sustainable,5.993,Medium,GreenWave,Startup,Brazil,Americas,2025,Bamboo,Yes,Kitchenware,Household,Stable,2,Cradle to Cradle,Environmental
3.42,1,29.43,82,2.27,1,44.72,EcoCup - Home,Partially Sustainable,5.285,Medium,EcoMate,Startup,India,Asia,2021,Paperboard,Yes,Home,Household,Rising,3,Cradle to Cradle,Environmental
3.5,1,28.22,209,4.56,1,4.53,TerraJar - Kitchenware,Partially Sustainable,5.459,Medium,PlanetWell,Local,UK,Europe,2016,Bamboo,Yes,Kitchenware,Household,Rising,3,Energy Star,Energy
4.26,1,97.51,89,1.65,0,44.21,GreenShirt - Office Supplies,Partially Sustainable,2.157,Low,PlanetWell,Local,France,Europe,2020,Hemp,Yes,Office Supplies,Business,Declining,1,Cradle to Cradle,Environmental
4.83,1,13.45,61,2.85,1,27.85,ReShirt - Kitchenware,Fully Sustainable,8.515,High,EcoSense,Local,Germany,Europe,2017,Paperboard,Yes,Kitchenware,Household,Rising,3,Rainforest Alliance,Environmental
2.9,0,17.74,158,2.51,0,25.12,TerraBrush - Packaging,Not Sustainable,2.463,Low,ReNewCo,Local,Brazil,Americas,2023,Organic Cotton,Yes,Packaging,Business,Rising,3,None,None
3.69,1,4.57,613,3.06,0,42.7,GreenShirt - Electronics Accessories,Partially Sustainable,3.529,Medium,EcoCraft,Multinational,Spain,Europe,2018,Hemp,Yes,Electronics Accessories,Business,Stable,2,Rainforest Alliance,Environmental
4.2,1,9.44,683,1.83,1,56.86,TerraBar - Garden,Fully Sustainable,7.675,High,GreenRoots,Local,India,Asia,2020,Glass,Partial,Garden,Household,Declining,1,Rainforest Alliance,Environmental
2.78,1,35.47,399,2.07,1,36.31,GreenCup - Office Supplies,Not Sustainable,4.104,Medium,VerdeVibe,Local,India,Asia,2020,Stainless Steel,No,Office Supplies,Business,Declining,1,ISO14001,Environmental
2.95,1,4.33,14,2.28,0,45.14,PureCup - Kitchenware,Not Sustainable,2.828,Low,PlanetWell,Local,France,Europe,2024,Bamboo,Yes,Kitchenware,Household,Rising,3,EU Ecolabel,Environmental
4.63,1,6.98,183,2.35,0,21.3,PureShirt - Garden,Partially Sustainable,4.328,Medium,EcoCraft,Multinational,Turkey,Asia,2015,Bamboo,Yes,Garden,Household,Declining,1,None,None
2.65,0,69.14,953,6.79,0,1.47,EcoBottle - Office Supplies,Not Sustainable,1.567,Low,EcoSense,Local,France,Europe,2017,Bioplastic,Yes,Office Supplies,Business,Rising,3,None,None
3.59,1,1.95,1079,5.56,1,10.72,ReBottle - Clothing,Partially Sustainable,7.043,High,ReNewCo,Local,UK,Europe,2021,Glass,Partial,Clothing,Adults,Rising,3,Cradle to Cradle,Environmental
4.95,1,2.16,493,5.53,1,25.9,ReTowel - Office Supplies,Fully Sustainable,9.691,High,PlanetWell,Local,Germany,Europe,2022,Aluminum,Partial,Office Supplies,Business,Rising,3,Cradle to Cradle,Environmental
3.47,0,3.94,13,1.72,0,20.45,EcoJar - Home,Not Sustainable,3.338,Medium,GreenWave,Startup,Turkey,Asia,2016,Organic Cotton,Yes,Home,Household,Declining,1,FSC,Environmental
4.08,1,18.05,379,1.6,1,27.85,ReJar - Packaging,Fully Sustainable,6.912,High,GreenRoots,Local,Germany,Europe,2024,Glass,Partial,Packaging,Business,Rising,3,Fair Trade,Ethical
2.66,0,7.59,254,5.67,1,13.01,BioToy - Kitchenware,Not Sustainable,4.945,Medium,NatureNest,Local,Italy,Europe,2019,Bamboo,Yes,Kitchenware,Household,Stable,2,None,None
3.21,0,43.9,241,1.43,0,35.55,ReJar - Office Supplies,Not Sustainable,2.231,Low,GreenWave,Startup,UK,Europe,2019,Stainless Steel,No,Office Supplies,Business,Rising,3,None,None
3.74,0,25.96,795,6.44,1,32.83,TerraCup - Toys,Partially Sustainable,5.938,Medium,GreenWorks,Startup,Turkey,Asia,2021,Organic Cotton,Yes,Toys,Kids,Stable,2,ISO14001,Environmental
5.0,1,3.54,127,7.93,1,47.14,GreenShirt - Kitchenware,Fully Sustainable,9.658,High,BioBloom,Local,Egypt,Africa,2024,Hemp,Yes,Kitchenware,Household,Stable,2,GOTS,Environmental
